location,year,age,gender,value
Low-middle SDI,2000,70+,male,2909.834148049391
Low-middle SDI,2001,70+,male,2929.8635638911987
Low-middle SDI,2002,70+,male,2934.949184682866
Low-middle SDI,2003,70+,male,2993.840249279877
Low-middle SDI,2004,70+,male,3015.2643215648363
Low-middle SDI,2005,70+,male,2973.388293316808
Low-middle SDI,2006,70+,male,2968.909214045473
Low-middle SDI,2007,70+,male,3050.177617088153
Low-middle SDI,2008,70+,male,3085.140409144899
Low-middle SDI,2009,70+,male,3046.53045759105
Low-middle SDI,2010,70+,male,3043.5105576877586
Low-middle SDI,2011,70+,male,3025.496986393817
Low-middle SDI,2012,70+,male,2996.071060505844
Low-middle SDI,2013,70+,male,3107.8115921025337
Low-middle SDI,2014,70+,male,3199.315221188997
Low-middle SDI,2015,70+,male,3047.119349351229
Low-middle SDI,2016,70+,male,2986.1946588187234
Low-middle SDI,2017,70+,male,2993.2491233997584
Low-middle SDI,2018,70+,male,3027.1981434865784
Low-middle SDI,2019,70+,male,3029.324235624943
Low-middle SDI,2020,70+,male,3033.418732123453
Low-middle SDI,2021,70+,male,3013.6330800491014
Middle SDI,1990,70+,male,3547.988694097909
Middle SDI,1991,70+,male,3544.826443513774
Middle SDI,1992,70+,male,3554.9973585336866
Middle SDI,1993,70+,male,3557.8801074818693
Middle SDI,1994,70+,male,3541.1520561956754
Middle SDI,1995,70+,male,3545.5414702466173
Middle SDI,1996,70+,male,3527.483529740445
Middle SDI,1997,70+,male,3485.1283779569626
Middle SDI,1998,70+,male,3462.8348817828733
Middle SDI,1999,70+,male,3418.4438357167523
Middle SDI,2000,70+,male,3451.065052507382
Middle SDI,2001,70+,male,3482.5215960013074
Middle SDI,2002,70+,male,3477.03507842717
Middle SDI,2003,70+,male,3548.830728124266
Middle SDI,2004,70+,male,3588.1902595151428
Middle SDI,2005,70+,male,3548.843579659573
Middle SDI,2006,70+,male,3379.4709657024137
Middle SDI,2007,70+,male,3357.5874543796263
Middle SDI,2008,70+,male,3424.2812497716013
Middle SDI,2009,70+,male,3483.258359995448
Middle SDI,2010,70+,male,3531.278896094048
Middle SDI,2011,70+,male,3509.339356808156
Middle SDI,2012,70+,male,3474.6495823490554
Middle SDI,2013,70+,male,3497.779495239984
Middle SDI,2014,70+,male,3489.621774219522
Middle SDI,2015,70+,male,3450.22333379274
Middle SDI,2016,70+,male,3425.8681185024093
Middle SDI,2017,70+,male,3360.4443917582985
Middle SDI,2018,70+,male,3314.7377089091683
Middle SDI,2019,70+,male,3282.1365715754177
Middle SDI,2020,70+,male,3280.349984931687
Middle SDI,2021,70+,male,3255.065970116059
High-middle SDI,1990,70+,male,4666.0646303605445
High-middle SDI,1991,70+,male,4628.407357563542
High-middle SDI,1992,70+,male,4633.759506825021
High-middle SDI,1993,70+,male,4714.644090969341
High-middle SDI,1994,70+,male,4691.839785060646
High-middle SDI,1995,70+,male,4609.019656942822
High-middle SDI,1996,70+,male,4487.430561848745
High-middle SDI,1997,70+,male,4372.705406100355
High-middle SDI,1998,70+,male,4306.204440536561
High-middle SDI,1999,70+,male,4322.938724419048
High-middle SDI,2000,70+,male,4352.281293633792
High-middle SDI,2001,70+,male,4345.91086334417
High-middle SDI,2002,70+,male,4382.877360017768
High-middle SDI,2003,70+,male,4440.924391760289
High-middle SDI,2004,70+,male,4393.134847627893
High-middle SDI,2005,70+,male,4380.355728199663
High-middle SDI,2006,70+,male,4164.072231859059
High-middle SDI,2007,70+,male,4087.527784801336
High-middle SDI,2008,70+,male,4064.450086057567
High-middle SDI,2009,70+,male,4025.156715484408
High-middle SDI,2010,70+,male,4047.095988025116
High-middle SDI,2011,70+,male,3946.921358642071
High-middle SDI,2012,70+,male,3901.891239270095
High-middle SDI,2013,70+,male,3848.479787202308
High-middle SDI,2014,70+,male,3802.516353585806
High-middle SDI,2015,70+,male,3756.4607870921855
High-middle SDI,2016,70+,male,3711.527888783438
High-middle SDI,2017,70+,male,3614.2641893306327
High-middle SDI,2018,70+,male,3544.7393770298145
High-middle SDI,2019,70+,male,3468.6828897352216
High-middle SDI,2020,70+,male,3421.956994313018
High-middle SDI,2021,70+,male,3337.271318464422
High SDI,1990,70+,male,3637.612354946005
High SDI,1991,70+,male,3554.821126993024
High SDI,1992,70+,male,3457.4580536515286
High SDI,1993,70+,male,3402.914536251793
High SDI,1994,70+,male,3305.3437356476547
High SDI,1995,70+,male,3240.658398686375
High SDI,1996,70+,male,3132.863247559256
High SDI,1997,70+,male,3021.1212130080744
High SDI,1998,70+,male,2941.447614946446
High SDI,1999,70+,male,2883.6736032111216
High SDI,2000,70+,male,2774.6951688835643
High SDI,2001,70+,male,2694.874061179129
High SDI,2002,70+,male,2632.680544038421
High SDI,2003,70+,male,2561.816813338296
High SDI,2004,70+,male,2443.116194501727
High SDI,2005,70+,male,2370.243598975924
High SDI,2006,70+,male,2279.1152353752545
High SDI,2007,70+,male,2210.409077828145
High SDI,2008,70+,male,2158.3637950308757
High SDI,2009,70+,male,2104.115926353139
High SDI,2010,70+,male,2058.055896218088
High SDI,2011,70+,male,2009.0923602105868
High SDI,2012,70+,male,1972.7279470269275
High SDI,2013,70+,male,1944.6322381939056
High SDI,2014,70+,male,1904.106156431522
High SDI,2015,70+,male,1892.422802486146
High SDI,2016,70+,male,1877.7478098184831
High SDI,2017,70+,male,1841.036391903489
High SDI,2018,70+,male,1796.6494216813626
High SDI,2019,70+,male,1748.5365044027053
High SDI,2020,70+,male,1718.8477745554248
High SDI,2021,70+,male,1709.04878988502
